id	sym	A2058_Control_1_RNA	A2058_Control_2_RNA	A2058_Control_3_RNA	A2058_VitC_1_RNA	A2058_VitC_2_RNA	A2058_VitC_3_RNA
ENSG00000267414	RP11-456K23.1	24	10	7	8	9	5
ENSG00000267415	CTC-503J8.2	0	0	0	0	0	0
ENSG00000267416	CTD-2319I12.2	2	5	1	6	5	1
ENSG00000267417	CTC-239J10.1	0	0	0	0	0	1
ENSG00000267418	TCEB1P29	0	2	3	1	0	1
ENSG00000267419	CTC-559E9.6	8	9	5	7	11	9
ENSG00000267420	RP11-527L4.6	0	0	0	0	1	0
ENSG00000267421	AC005498.3	0	0	0	0	0	0
ENSG00000267422	CTD-2554C21.1	18	14	9	28	21	25
ENSG00000267423	AC005616.2	0	0	0	0	0	0
ENSG00000267424	CTD-2265O21.3	6	2	6	6	5	2
ENSG00000267425	RP11-128P17.1	6	0	1	0	2	0
ENSG00000267426	RP11-552F3.12	3	1	0	0	2	0
ENSG00000267428	RP11-289E15.1	1	3	2	3	1	0
ENSG00000267429	AC006116.15	0	0	0	0	2	0
ENSG00000267430	RP11-635N19.2	14	12	8	4	12	4
ENSG00000267432	DNAH17-AS1	1	1	0	1	0	0
ENSG00000267433	CTD-2057D4.2	0	0	0	0	0	0
ENSG00000267436	AC005786.7	8	8	0	7	10	7
ENSG00000267437	CTC-454I21.4	0	0	0	0	0	1
ENSG00000267439	AC002398.11	3	1	1	0	2	4
ENSG00000267440	CTC-501O10.1	0	0	1	0	0	0
ENSG00000267441	RP1-37N7.5	0	0	0	0	0	0
ENSG00000267443	AC010641.1	0	0	0	0	0	0
ENSG00000267444	SMUG1P1	0	0	0	0	0	0
ENSG00000267446	CTB-39G8.2	1	0	0	0	0	0
ENSG00000267448	AC010649.1	1	0	0	0	2	0
ENSG00000267449	RP11-264B14.2	1	0	0	0	0	0
ENSG00000267450	OR1AB1P	0	0	0	0	0	0
ENSG00000267452	RP11-1018N14.5	0	2	1	0	1	2
ENSG00000267453	AC004791.2	0	0	0	0	0	0
ENSG00000267454	ZNF582-AS1	26	17	16	10	23	14
ENSG00000267455	RP11-78A19.2	0	0	0	0	1	0
ENSG00000267456	RP11-49I11.3	0	0	0	1	2	0
ENSG00000267457	RP5-837J1.4	4	0	2	2	2	2
ENSG00000267458	CTC-425F1.4	12	10	9	8	24	18
ENSG00000267459	AC006116.27	2	2	3	0	1	3
ENSG00000267461	RP11-120M18.5	4	4	4	0	0	1
ENSG00000267462	RP11-866E20.3	0	0	0	1	1	2
ENSG00000267463	UBE2V2P2	1	0	0	0	0	1
ENSG00000267465	AC011525.4	1	0	0	0	1	0
ENSG00000267466	RP11-13K12.5	1	0	1	1	4	0
ENSG00000267467	APOC4	0	0	0	0	0	0
ENSG00000267469	AC005944.2	3	4	4	3	5	2
ENSG00000267470	ZNF571-AS1	13	22	3	4	3	9
ENSG00000267471	RP11-1058G23.1	0	1	0	0	0	0
ENSG00000267472	LOC440461	0	0	0	0	0	0
ENSG00000267474	CTC-548K16.6	2	2	2	5	5	4
ENSG00000267475	CTD-2538C1.2	74	43	31	53	62	43
ENSG00000267476	RP11-126O1.4	0	2	0	0	1	1
ENSG00000267477	CTC-398G3.6	0	0	0	0	0	0
ENSG00000267478	RP11-815J4.5	0	0	0	0	0	0
ENSG00000267480	RP11-703I16.1	0	0	0	0	2	0
ENSG00000267481	CTC-559E9.5	4	5	6	4	5	4
ENSG00000267482	RNY4P13	0	0	0	0	0	0
ENSG00000267484	CTC-518P12.6	1	1	3	1	0	0
ENSG00000267486	GLUD1P4	1	0	0	1	0	0
ENSG00000267487	RP11-640A1.4	0	0	1	0	0	0
ENSG00000267489	CTC-360P9.4	0	0	0	0	1	1
ENSG00000267490	CTD-3116E22.6	0	0	0	0	1	0
ENSG00000267491	CTD-2373H9.5	1	0	0	1	0	0
ENSG00000267492	RP1-37N7.6	0	0	0	0	0	0
ENSG00000267493	CIRBP-AS1	8	6	8	6	5	1
ENSG00000267496	FAM215A	0	0	0	0	0	0
ENSG00000267497	NFE2L3P1	2	1	0	0	1	4
ENSG00000267498	CTB-32O4.2	4	2	1	0	3	0
ENSG00000267500	ZNF887P	22	19	14	9	13	7
ENSG00000267501	RP11-108P20.2	0	0	0	0	0	0
ENSG00000267503	RP11-53B2.4	0	0	0	0	0	4
ENSG00000267504	RP11-845C23.2	27	21	4	21	42	20
ENSG00000267505	CTC-296K1.3	0	2	0	1	1	0
ENSG00000267506	RP11-13K12.1	0	0	0	1	0	2
ENSG00000267507	CTD-2587H24.1	0	0	0	0	0	0
ENSG00000267508	ZNF285	157	104	63	92	93	73
ENSG00000267509	CTD-2043I16.1	0	0	1	0	0	3
ENSG00000267510	CTC-325H20.4	0	1	0	0	0	0
ENSG00000267511	ADAD1P2	1	2	0	0	2	4
ENSG00000267512	CTC-250I14.3	6	2	7	3	3	3
ENSG00000267513	RP11-622J9.1	0	0	0	0	0	0
ENSG00000267515	RP11-861E21.3	1	2	0	2	3	0
ENSG00000267517	CTD-2231E14.4	0	0	0	0	0	0
ENSG00000267518	RP11-794C22.2	0	0	1	0	0	0
ENSG00000267519	MIR24-2	87	48	37	49	79	43
ENSG00000267520	RP11-373L24.1	0	0	0	0	0	0
ENSG00000267521	RP11-87G24.6	0	0	0	0	0	1
ENSG00000267522	CTD-2621I17.6	0	0	0	0	0	0
ENSG00000267523	CTD-2537I9.12	10	5	5	2	4	15
ENSG00000267524	RPSAP57	0	0	0	0	0	0
ENSG00000267526	RP11-178C3.6	16	17	12	12	11	7
ENSG00000267529	RP11-53B2.1	3	0	0	1	0	1
ENSG00000267530	AC006273.5	1	0	0	1	1	1
ENSG00000267532	MIR497HG	4	5	6	3	10	8
ENSG00000267533	RP11-815J4.7	3	1	0	1	1	1
ENSG00000267534	S1PR2	299	197	99	206	245	158
ENSG00000267535	LINC00868	0	0	0	0	1	0
ENSG00000267537	AC005394.1	0	0	0	0	0	0
ENSG00000267541	MTCO2P2	1	0	1	0	1	0
ENSG00000267543	RP11-666A8.7	5	5	1	5	4	4
ENSG00000267544	AC007229.3	3	2	0	5	1	3
ENSG00000267545	AC005779.2	0	0	0	0	0	0
ENSG00000267546	RP11-666A8.8	39	24	11	11	24	18
ENSG00000267547	RP11-686D22.4	8	7	2	6	13	6
ENSG00000267549	AC006116.17	1	2	0	0	3	1
ENSG00000267550	CTC-482H14.5	0	1	0	0	0	0
ENSG00000267551	AC005264.2	0	0	1	1	1	1
ENSG00000267552	CTD-2528L19.4	0	0	0	0	0	0
ENSG00000267554	RP11-686D22.10	0	0	0	1	0	0
ENSG00000267555	CTD-2085J24.3	0	0	0	0	0	1
ENSG00000267557	CTC-379B2.4	0	0	0	0	0	0
ENSG00000267558	RP11-618K16.4	1	0	0	0	0	0
ENSG00000267559	RP11-383M4.6	0	1	0	1	0	2
ENSG00000267560	RP11-173A16.1	1	1	1	0	7	3
ENSG00000267561	RP5-1052I5.2	0	0	0	0	1	0
ENSG00000267563	CTC-503J8.4	0	0	0	0	0	0
ENSG00000267564	RP11-128P17.3	0	0	0	0	0	2
ENSG00000267565	CTC-559E9.8	0	0	2	0	0	0
ENSG00000267567	CTD-2538C1.3	0	0	0	0	0	0
ENSG00000267568	RP11-87G24.3	0	0	0	1	1	0
ENSG00000267570	STK25P1	0	0	0	0	1	0
ENSG00000267571	AC104532.4	8	2	3	7	4	0
ENSG00000267573	KRT8P5	0	0	0	0	0	0
ENSG00000267574	CTC-525D6.5	0	0	0	0	0	0
ENSG00000267575	CTC-459F4.3	618	358	249	331	376	259
ENSG00000267576	CTC-510F12.6	3	1	2	0	2	0
ENSG00000267577	CTD-2587H24.5	0	1	0	0	0	0
ENSG00000267579	RP11-126O1.2	0	0	0	0	0	0
ENSG00000267580	CTD-2540B15.11	0	0	0	0	0	0
ENSG00000267581	CTC-559E9.4	0	0	0	0	0	0
ENSG00000267582	CTD-3252C9.2	0	0	0	0	0	0
ENSG00000267583	RP11-322E11.5	1	2	0	0	0	0
ENSG00000267585	RP11-115P21.1	0	0	0	0	0	1
ENSG00000267586	LINC00907	21	22	12	16	24	13
ENSG00000267587	RP11-687F6.4	19	21	7	9	11	3
ENSG00000267589	CTC-232P5.4	0	0	2	1	0	0
ENSG00000267590	NDUFA3P1	0	0	0	0	0	0
ENSG00000267591	RP11-689E3.2	0	0	0	0	0	3
ENSG00000267592	CTC-507E2.2	0	0	0	0	0	0
ENSG00000267593	RP11-108P20.4	0	0	0	0	0	0
ENSG00000267594	CYP4F24P	0	1	0	0	0	4
ENSG00000267595	RP11-242D8.2	8	3	3	7	4	3
ENSG00000267597	RPIAP1	0	0	0	0	0	0
ENSG00000267598	CTC-250I14.6	1	2	0	6	3	3
ENSG00000267599	CTD-2050I18.2	0	0	0	0	0	1
ENSG00000267601	RP11-323N12.5	5	4	5	3	11	3
ENSG00000267603	LINC01028	0	1	1	1	1	0
ENSG00000267604	RP5-905N1.2	0	1	0	0	2	0
ENSG00000267605	CTD-3220F14.1	0	0	0	0	0	1
ENSG00000267606	AC006116.21	3	3	0	2	3	0
ENSG00000267607	CTD-2369P2.8	5	3	0	0	5	4
ENSG00000267609	SNX33P1	0	1	0	0	0	0
ENSG00000267610	AC007787.2	0	0	0	0	0	0
ENSG00000267611	CTC-461H2.2	0	0	0	0	0	0
ENSG00000267612	CTD-3116E22.7	0	0	0	0	1	0
ENSG00000267614	AC138472.6	0	0	0	1	0	0
ENSG00000267615	RP11-552F3.13	3	2	4	3	2	4
ENSG00000267617	AC007795.1	0	0	0	1	0	0
ENSG00000267618	RAD51L3-RFFL	0	0	0	0	0	0
ENSG00000267620	RP11-795H16.2	2	3	3	0	7	3
ENSG00000267623	AC022153.1	2	1	0	0	3	2
ENSG00000267624	RP11-219G17.6	0	0	0	0	0	0
ENSG00000267625	RP11-1094M14.14	0	0	0	0	0	0
ENSG00000267626	AC002115.9	0	0	0	0	0	0
ENSG00000267627	RP11-905K4.1	1	1	0	1	0	0
ENSG00000267628	RP11-1136J12.1	0	0	0	0	1	0
ENSG00000267629	AC138430.4	0	0	0	0	0	0
ENSG00000267630	AC005758.1	0	0	0	0	0	1
ENSG00000267631	CGB1	0	0	0	0	0	0
ENSG00000267632	RP11-400F19.18	33	29	11	19	35	19
ENSG00000267633	CTB-5E10.3	11	7	3	3	3	5
ENSG00000267634	RPL7L1P5	0	0	0	1	0	2
ENSG00000267636	AC008992.1	0	0	0	0	0	0
ENSG00000267637	RP11-619I22.1	12	5	2	9	10	9
ENSG00000267638	RP11-546M21.6	0	0	1	0	0	0
ENSG00000267640	CTD-2554C21.2	0	1	1	1	0	2
ENSG00000267641	BNIP3P16	1	0	0	0	0	0
ENSG00000267642	RP11-258B16.1	1	0	0	0	2	1
ENSG00000267643	RP11-64C12.4	0	0	0	0	0	0
ENSG00000267644	CTD-2008P7.10	5	4	1	1	0	2
ENSG00000267645	RP11-577H5.5	0	0	0	0	0	0
ENSG00000267646	CTC-499B15.7	0	2	2	1	2	1
ENSG00000267647	MAP1LC3P	0	0	0	0	3	0
ENSG00000267648	RP11-686D22.3	3	2	1	5	3	3
ENSG00000267649	CTD-2587H24.10	2	0	0	0	2	1
ENSG00000267650	CTD-2553C6.1	0	0	0	0	0	0
ENSG00000267651	RP11-95O2.1	0	1	1	1	1	0
ENSG00000267652	RP11-188I24.1	0	1	0	1	0	0
ENSG00000267653	RP1-193H18.3	1	0	0	1	0	0
ENSG00000267655	CTD-2286N8.2	18	14	6	4	5	3
ENSG00000267656	RP11-807E13.3	0	0	0	0	0	0
ENSG00000267658	RP11-358B23.1	7	11	1	4	3	4
ENSG00000267659	LINC01482	13	8	0	4	4	3
ENSG00000267661	RP11-820I16.2	0	0	0	0	0	0
ENSG00000267662	AC007796.1	0	0	0	0	1	0
ENSG00000267663	RP11-64C12.9	0	0	0	0	1	0
ENSG00000267664	RPL17P45	0	0	0	0	0	0
ENSG00000267665	RP11-13K12.2	5	1	1	0	0	3
ENSG00000267666	AC004156.3	2	0	3	2	6	3
ENSG00000267667	RP11-136H19.1	0	0	0	0	0	0
ENSG00000267669	RP11-824M15.3	0	0	0	0	0	1
ENSG00000267670	CTB-55O6.4	0	0	0	0	0	0
ENSG00000267672	CTD-2293H3.1	14	7	6	8	7	1
ENSG00000267673	FDX2	1	0	0	2	1	1
ENSG00000267674	RP11-813F20.2	0	0	0	0	0	0
ENSG00000267675	RP11-1151B14.2	0	0	0	0	1	0
ENSG00000267676	THA1P	1	0	0	1	0	0
ENSG00000267677	RP11-27G24.1	1	0	0	1	0	0
ENSG00000267678	RP11-15E18.3	0	0	0	0	0	0
ENSG00000267679	EIF5AP2	3	2	0	0	0	1
ENSG00000267680	ZNF224	1081	715	440	630	890	568
ENSG00000267681	CTD-3199J23.6	4	13	1	3	2	3
ENSG00000267682	CTD-3220F14.2	26	20	11	14	31	23
ENSG00000267683	AC008991.1	0	0	0	1	0	0
ENSG00000267685	NTF6B	0	0	0	0	0	0
ENSG00000267686	RP11-795H16.3	1	1	4	2	0	2
ENSG00000267687	RP11-325K19.6	0	0	0	0	1	0
ENSG00000267688	AC005262.2	0	0	0	0	2	1
ENSG00000267689	AC010525.5	0	0	0	0	0	1
ENSG00000267690	LDLRAD4-AS1	0	0	0	0	1	0
ENSG00000267691	SHC1P2	0	0	1	1	0	2
ENSG00000267692	TAF9P3	1	2	0	1	0	3
ENSG00000267693	CTC-559E9.2	0	0	0	0	0	0
ENSG00000267694	RP11-691H4.4	0	0	0	0	0	0
ENSG00000267695	RP11-1030E3.1	0	0	0	0	0	0
ENSG00000267696	ERVK-28	2	0	0	6	0	6
ENSG00000267697	LUZP6	0	0	0	0	0	0
ENSG00000267698	AC002116.7	17	26	13	7	15	6
ENSG00000267699	RP11-729L2.2	0	0	0	0	0	0
ENSG00000267702	RP11-53B2.2	51	66	25	56	88	39
ENSG00000267703	CTD-2013N17.4	0	0	0	0	0	0
ENSG00000267704	FRG2LP	0	1	0	1	1	0
ENSG00000267705	RP11-108P20.3	0	1	0	0	1	0
ENSG00000267706	CTD-2105E13.6	0	0	0	0	0	0
ENSG00000267707	RP11-95O2.5	3	1	0	2	3	1
ENSG00000267708	RP11-147L13.7	0	4	0	1	0	2
ENSG00000267709	AC024592.9	0	0	0	0	0	0
ENSG00000267710	AC006116.20	3	0	0	0	0	0
ENSG00000267711	RP11-686D22.5	5	5	1	6	2	2
ENSG00000267712	LINC01539	2	4	0	0	3	2
ENSG00000267713	RP11-10I6.2	2	3	0	2	1	0
ENSG00000267714	CTD-2540B15.6	0	0	0	0	0	0
ENSG00000267716	AC083760.1	0	0	1	0	0	1
ENSG00000267717	SRSF10P1	1	2	1	1	2	2
ENSG00000267719	HP09025	0	0	0	0	0	1
ENSG00000267722	RP11-815J4.1	0	0	0	1	0	2
ENSG00000267723	CTD-2189E23.1	0	0	0	0	1	0
ENSG00000267724	RP11-49K24.8	10	7	1	9	10	8
ENSG00000267725	CTC-461H2.3	0	0	0	0	0	0
ENSG00000267726	CTD-2526M8.2	0	0	0	0	0	0
ENSG00000267727	CTD-2540B15.7	0	0	0	0	0	0
ENSG00000267729	AC010761.14	1	0	1	0	0	2
ENSG00000267731	RP11-147L13.8	2	5	2	4	4	5
ENSG00000267732	RP11-456O19.3	0	0	0	0	2	0
ENSG00000267733	RP11-64C12.3	2	0	1	0	1	0
ENSG00000267734	RP4-604K5.3	0	0	1	2	0	2
ENSG00000267735	CTD-2265O21.7	3	0	0	2	3	1
ENSG00000267736	HMGB2P1	2	1	0	0	0	4
ENSG00000267737	AC061992.2	1	1	0	2	2	2
ENSG00000267740	AC024592.12	0	0	0	0	0	0
ENSG00000267741	UBE2L4	4	9	2	5	9	3
ENSG00000267742	FAM60CP	93	71	45	62	80	45
ENSG00000267743	RP11-718I15.1	1	4	0	0	1	3
ENSG00000267744	RP11-799D4.1	0	0	0	0	1	3
ENSG00000267745	RP11-686D22.8	22	25	7	16	21	24
ENSG00000267746	RP11-379L18.1	0	0	0	0	0	0
ENSG00000267748	CTB-102L5.4	0	0	0	0	0	0
ENSG00000267749	CTC-265F19.1	5	3	0	2	1	4
ENSG00000267750	RUNDC3A-AS1	6	6	1	2	1	2
ENSG00000267751	AC009005.2	83	45	30	31	40	34
ENSG00000267752	RPS10P27	0	1	1	0	0	0
ENSG00000267755	AC004623.2	1	0	0	1	0	0
ENSG00000267756	RP11-411B10.4	0	0	0	0	0	0
ENSG00000267757	EML2-AS1	142	97	44	76	96	58
ENSG00000267758	RP11-358B23.5	0	0	0	0	1	1
ENSG00000267760	CTC-565M22.1	0	0	0	0	0	0
ENSG00000267761	CTD-2130O13.1	1	1	0	1	0	2
ENSG00000267762	RP11-426J5.2	0	0	0	0	0	0
ENSG00000267764	RP11-484L8.1	0	0	0	0	0	0
ENSG00000267765	CTD-3193K9.3	3	0	4	0	2	7
ENSG00000267766	RP11-299P2.1	3	0	0	0	2	2
ENSG00000267767	CTC-523E23.4	1	2	1	0	3	0
ENSG00000267768	CTC-459F4.8	0	1	0	0	0	0
ENSG00000267769	CTB-50L17.9	2	1	1	2	3	0
ENSG00000267770	RP11-559N14.6	0	0	0	1	0	0
ENSG00000267771	CTC-260E6.7	0	0	0	0	0	0
ENSG00000267772	RP11-15E18.4	0	2	0	0	0	0
ENSG00000267773	RP11-677O4.4	0	1	0	0	1	1
ENSG00000267774	RP11-2N1.2	0	0	0	0	0	0
ENSG00000267775	OR7E16P	0	0	0	0	0	0
ENSG00000267776	AC006116.24	1	2	0	1	0	0
ENSG00000267777	CTC-439O9.3	2	1	0	1	0	2
ENSG00000267778	AC004221.2	2	0	0	0	0	0
ENSG00000267779	LINC01533	0	0	0	0	0	1
ENSG00000267780	RP11-154H12.3	0	0	0	0	0	0
ENSG00000267781	SLC25A36P1	1	1	0	0	0	0
ENSG00000267782	RP11-799D4.3	0	0	0	0	0	0
ENSG00000267783	CTB-55O6.10	0	2	1	1	2	3
ENSG00000267784	RP11-171I2.1	6	6	0	0	0	2
ENSG00000267786	AF038458.3	1	0	0	1	0	0
ENSG00000267787	RP11-35G9.5	48	28	16	27	21	33
ENSG00000267788	CTD-2534I21.9	0	2	0	0	0	0
ENSG00000267789	CTD-2526M8.3	0	0	0	0	0	1
ENSG00000267790	RP11-316M20.1	1	0	0	0	0	1
ENSG00000267791	CTD-2659N19.2	1	1	0	0	0	0
ENSG00000267792	WBP1LP11	0	0	0	0	0	0
ENSG00000267793	RP11-576C2.1	27	17	13	16	13	4
ENSG00000267794	RP11-677O4.5	0	0	0	0	0	0
ENSG00000267795	SMIM22	0	0	0	0	0	0
ENSG00000267796	LIN37	23	14	8	11	27	15
ENSG00000267797	NRBF2P1	0	1	0	0	0	1
ENSG00000267799	MAN1A2P1	0	0	0	0	0	0
ENSG00000267800	RP11-49K24.5	0	0	0	0	0	1
ENSG00000267801	RP11-552F3.9	1	4	1	5	7	2
ENSG00000267808	AC018755.17	0	1	0	0	0	1
ENSG00000267809	NDUFV2P1	216	166	103	165	196	184
ENSG00000267811	RP11-727F15.11	7	4	1	6	9	6
ENSG00000267815	CTB-191K22.5	0	0	0	0	0	0
ENSG00000267827	CTC-471J1.8	0	0	0	0	0	0
ENSG00000267834	RP11-167N5.5	2	4	6	2	4	2
ENSG00000267838	AC008746.12	0	0	0	0	0	0
ENSG00000267852	CTB-133G6.2	0	0	0	1	0	0
ENSG00000267855	NDUFA7	23	17	8	16	18	12
ENSG00000267857	RP5-1023B21.1	0	0	0	0	0	0
ENSG00000267858	MZF1-AS1	108	103	70	79	81	85
ENSG00000267868	RP11-120K24.3	6	2	1	0	2	0
ENSG00000267871	CTC-444N24.6	13	6	3	5	14	4
ENSG00000267872	RP11-157B13.7	0	0	0	0	0	0
ENSG00000267879	CTB-147C22.9	0	0	0	0	0	0
ENSG00000267881	AC011513.3	0	0	0	0	0	0
ENSG00000267882	RP4-569M23.5	0	0	0	1	0	1
ENSG00000267886	CTD-2291D10.4	158	95	52	68	83	41
ENSG00000267890	CTD-2126E3.4	0	0	0	1	0	0
ENSG00000267892	CTD-2540F13.2	0	0	0	0	0	0
ENSG00000267895	SIGLEC19P	0	0	0	0	0	0
ENSG00000267898	CTD-2639E6.9	1	2	0	2	5	1
ENSG00000267904	CTC-429P9.5	127	72	49	65	86	40
ENSG00000267905	CTD-2616J11.16	0	0	0	0	1	2
ENSG00000267908	ZSCAN5D	0	2	1	0	0	1
ENSG00000267909	CCDC177	0	0	0	0	0	0
ENSG00000267919	RP11-256I23.3	2	2	2	0	0	0
ENSG00000267920	SNX6P1	0	0	0	0	1	2
ENSG00000267922	AC007193.6	0	0	1	0	0	0
ENSG00000267924	RP11-255H23.4	3	3	0	0	4	5
ENSG00000267927	CTD-2525I3.2	1	2	0	0	1	2
ENSG00000267934	CTB-176F20.3	0	0	0	0	0	4
ENSG00000267938	EIF1P6	3	0	0	1	3	1
ENSG00000267939	CTD-2325M2.1	24	24	11	22	11	6
ENSG00000267940	RP11-290F24.6	20	13	2	7	26	7
ENSG00000267943	CTD-2620I22.3	2	2	0	1	2	3
ENSG00000267952	CTD-2207O23.12	0	0	0	0	0	0
ENSG00000267959	MIR3188	0	0	0	0	0	0
ENSG00000267961	OR10B1P	0	0	1	0	1	0
ENSG00000267968	AC011523.2	0	0	0	0	1	0
ENSG00000267978	MAGEA9B	1	0	0	0	1	1
ENSG00000267980	AC007292.6	7	7	0	10	2	7
ENSG00000267984	CTD-2616J11.9	8	5	5	11	10	3
ENSG00000267986	AC130469.2	0	0	0	0	0	0
ENSG00000267990	CTD-3187F8.15	0	0	0	0	1	0
ENSG00000267992	CTB-189B5.3	0	0	0	0	0	0
ENSG00000268001	CARD8-AS1	275	197	89	214	239	185
ENSG00000268006	PTOV1-AS1	48	22	12	20	27	21
ENSG00000268009	SSX4	0	0	0	0	0	0
ENSG00000268015	CTD-2525I3.3	0	0	2	0	4	3
ENSG00000268020	OR4G4P	2	0	0	0	0	0
ENSG00000268027	AC006129.2	0	0	0	0	0	0
ENSG00000268030	AC005253.2	2	1	0	2	0	1
ENSG00000268034	AC005795.1	0	1	0	0	0	0
ENSG00000268038	AC011516.2	0	0	0	0	0	0
ENSG00000268041	CTD-2575K13.6	2	0	0	0	0	0
ENSG00000268047	AC018766.6	5	2	1	1	6	4
ENSG00000268049	CTD-2619J13.9	39	10	20	17	30	13
ENSG00000268050	RP11-247A12.8	4	4	1	1	1	1
ENSG00000268051	CTC-244M17.1	0	3	4	2	1	1
ENSG00000268053	CTC-344H19.6	0	4	0	1	2	1
ENSG00000268055	AC067969.2	0	0	0	0	0	1
ENSG00000268056	CTD-3032J10.2	5	5	3	7	3	3
ENSG00000268058	BNIP3P40	0	0	0	1	2	2
ENSG00000268061	NAPA-AS1	23	23	10	23	24	21
ENSG00000268062	TOP1P1	0	0	1	1	0	0
ENSG00000268066	FMR1-AS1	4	2	0	1	0	1
ENSG00000268067	OR5AH1P	0	0	0	0	0	0
ENSG00000268069	RP5-1057I20.4	2	4	2	6	7	0
ENSG00000268070	AC006539.3	0	0	0	0	0	0
ENSG00000268074	RPL22P5	2	0	0	0	0	0
ENSG00000268078	RP11-805I24.4	0	0	0	0	0	0
ENSG00000268079	BNIP3P30	1	0	0	0	0	0
ENSG00000268080	RP11-388K12.3	5	0	0	6	2	4
ENSG00000268081	RP11-678G14.2	0	0	0	0	1	0
ENSG00000268083	AC104534.3	0	0	0	0	0	0
ENSG00000268087	CTC-429P9.2	0	0	0	0	2	1
ENSG00000268088	AC093063.2	0	0	0	0	0	0
ENSG00000268089	GABRQ	81	36	21	36	44	33
ENSG00000268093	AC022154.7	2	1	2	0	2	7
ENSG00000268095	ZNF649-AS1	0	0	0	1	1	0
ENSG00000268100	ZNF725P	1	4	0	0	2	2
ENSG00000268101	CYP2G2P	0	0	0	0	0	2
ENSG00000268104	SLC6A14	3	1	3	1	1	8
ENSG00000268105	RP11-369G6.2	0	0	0	0	0	0
ENSG00000268107	AC003005.4	0	0	0	0	0	0
ENSG00000268108	CTB-60B18.12	1	0	0	0	0	1
ENSG00000268112	CTD-3149D2.4	0	0	1	0	0	0
ENSG00000268116	RP11-157B13.1	0	0	0	0	0	0
ENSG00000268117	VN1R84P	0	0	0	0	0	0
ENSG00000268119	CTD-2561J22.5	2	0	0	1	0	1
ENSG00000268120	CTD-3193O13.11	0	0	0	0	1	0
ENSG00000268129	RP11-91G21.1	45	22	13	14	44	18
ENSG00000268133	AC003002.4	0	0	0	0	0	0
ENSG00000268140	PCGF7P	0	0	0	0	0	0
ENSG00000268144	NIFKP6	1	0	0	1	0	0
ENSG00000268148	VN1R91P	0	0	0	1	0	0
ENSG00000268149	CTD-3193O13.13	0	1	0	3	2	0
ENSG00000268153	AC005176.2	0	0	0	4	0	0
ENSG00000268154	AL591806.1	0	0	0	1	2	0
ENSG00000268157	AC010524.4	1	0	0	1	0	0
ENSG00000268163	AC004076.9	0	0	0	0	1	0
ENSG00000268170	RP11-556I13.2	1	0	0	4	2	1
ENSG00000268173	AC007192.4	0	0	0	0	0	2
ENSG00000268174	BNIP3P22	0	0	1	0	0	0
ENSG00000268181	AC073188.1	0	0	0	0	0	0
ENSG00000268182	SMIM17	0	0	0	0	1	0
ENSG00000268184	RP11-420K14.8	0	0	0	0	0	0
ENSG00000268186	CTC-241F20.4	0	0	0	1	0	0
ENSG00000268189	AC005785.2	8	3	3	5	4	5
ENSG00000268191	CTD-2396E7.10	0	0	1	0	0	0
ENSG00000268193	AC002985.3	0	0	0	0	0	0
ENSG00000268199	CTD-3137H5.1	1	0	0	1	0	0
ENSG00000268201	CTD-3138B18.6	11	11	7	13	14	5
ENSG00000268203	CTD-2396E7.9	0	0	0	0	0	0
ENSG00000268204	CTD-3214H19.6	3	1	1	1	0	0
ENSG00000268205	CTC-444N24.11	2013	1541	876	1380	1737	867
ENSG00000268209	RP11-618I10.3	0	0	0	0	0	0
ENSG00000268218	AC137932.4	2	1	1	2	0	1
ENSG00000268221	OPN1MW	0	0	0	0	0	0
ENSG00000268222	EEF1A1P7	17	19	9	14	19	28
ENSG00000268223	ARL14EPL	21	14	7	19	14	9
ENSG00000268225	CTD-2331H12.5	0	1	0	0	1	0
ENSG00000268230	CTD-2619J13.8	3	4	3	3	2	6
ENSG00000268231	CTD-2560K21.6	0	0	0	0	0	0
ENSG00000268234	FKBP4P6	0	0	0	2	0	0
ENSG00000268235	TCP11X1	0	0	0	0	0	0
ENSG00000268238	IGFL1P2	0	0	0	0	1	0
ENSG00000268240	RP11-678G14.4	0	1	0	1	1	0
ENSG00000268243	AC005176.3	0	0	0	0	0	0
ENSG00000268257	AIRN	2	0	3	2	1	0
ENSG00000268262	CTC-246B18.8	0	1	0	2	0	1
ENSG00000268266	AC003005.2	0	1	0	0	0	0
ENSG00000268267	SIGLEC29P	0	2	0	0	0	0
ENSG00000268272	VN1R78P	0	0	0	0	0	0
ENSG00000268278	RP11-420K14.1	0	0	0	2	4	0
ENSG00000268279	RP11-434D12.1	4	8	5	3	1	6
ENSG00000268282	CTD-2620I22.2	2	0	0	1	0	0
ENSG00000268287	CTB-60B18.18	0	0	0	0	0	0
ENSG00000268288	RP11-98D18.16	2	1	0	0	1	4
ENSG00000268289	CTD-2528A14.3	0	0	0	0	0	0
ENSG00000268292	AC006547.15	1	1	0	0	1	0
ENSG00000268293	CTD-2623H2.7	0	0	0	0	0	0
ENSG00000268295	POLR3GP1	0	0	0	0	0	0
ENSG00000268296	CTD-2579N5.3	0	0	0	0	0	0
ENSG00000268297	CLEC4GP1	0	0	0	0	0	0
ENSG00000268307	CTD-2619J13.13	0	0	1	0	0	1
ENSG00000268309	CTD-3222D19.11	6	3	2	2	3	3
ENSG00000268316	AC006272.2	0	0	0	0	0	0
ENSG00000268318	CTD-3187F8.11	0	0	0	0	0	0
