id	sym	NKX2_positive_1	NKX2_positive_2	NKX2_positive_3	NKX2_negative_1	NKX2_negative_2	NKX2_negative_3
ENSMUSG00000105652	4930519L02Rik	47.94	106.17	83.54	57.52	53.84	73.32
ENSMUSG00000105653	Gm43831	12.4	10.95	3.05	5.42	6.24	3.49
ENSMUSG00000105654	Gm29704	0	0	0	0	0	0
ENSMUSG00000105655	Gm42659	8	20	15	15.24	23	3
ENSMUSG00000105656	Gm43017	3	4	3	12	17	3
ENSMUSG00000105657	Gm42833	72.08	138.74	112.89	62.78	89.2	244.65
ENSMUSG00000105658	Gm43531	0	0	0	0	0	0
ENSMUSG00000105659	4930509H03Rik	12	12	11	13	8	1
ENSMUSG00000105660	Gm42975	0	3.67	0	1.14	2.13	1.33
ENSMUSG00000105661	Gm43626	0	0	0	0	0	0
ENSMUSG00000105662	Gm6639	2	4	0	0.97	4.55	2
ENSMUSG00000105663	Gm43606	11.02	48.56	28.8	26.27	40.95	20.97
ENSMUSG00000105664	Gm42797	0	0.29	0	1.06	0	0
ENSMUSG00000105665	Gm38395	0	0	0	0	0	0
ENSMUSG00000105666	Gm18711	0	0	0	0	0	0
ENSMUSG00000105667	Gm3945	0	0	0	0	0	0
ENSMUSG00000105668	Igkv8-22	0	0	0	0	0	0
ENSMUSG00000105669	Gm18341	0	0	0	0	0	0
ENSMUSG00000105670	Gm44464	0	0	0	0	0	0
ENSMUSG00000105671	Gm31306	0	0	0	0	0	0
ENSMUSG00000105672	Gm42816	0	0	0	0	0	0
ENSMUSG00000105673	Gm43757	0	0	0	0	0	0
ENSMUSG00000105674	Gm42437	0	7.73	2.5	3.3	0.52	0
ENSMUSG00000105675	Gm43383	0	0	0	0	0	1
ENSMUSG00000105676	Gm43403	0	3	2	5	4	0
ENSMUSG00000105677	Gm43328	17.01	57.27	39.18	26.01	28.33	4.86
ENSMUSG00000105678	Gm43705	9.87	18.43	16.01	25.13	19.33	24.59
ENSMUSG00000105679	Gm43338	0	4.32	2.64	2.37	1.01	1.85
ENSMUSG00000105680	Gm18340	0	0	0	0	0	2
ENSMUSG00000105681	Gm43428	57	145.57	113.91	25.88	11.03	1.74
ENSMUSG00000105682	Gm44323	0	0	0	0	0	0
ENSMUSG00000105683	Gm43487	0	0	0	0	0	0
ENSMUSG00000105684	Gm42612	0	0	0	0	0	0
ENSMUSG00000105685	Gm43315	0	0	0	0	0	0
ENSMUSG00000105686	Gm43252	0	0	0	0	0	0
ENSMUSG00000105687	Gm6157	0	0	0	0	0	0
ENSMUSG00000105688	Gm34082	0	0	0	0	0	2.02
ENSMUSG00000105689	Gm43120	0	0	0	0	0	0
ENSMUSG00000105690	Gm26265	3	0	1	2	1	0
ENSMUSG00000105691	Gm42876	26.69	41.79	48.66	27.15	10.29	29.42
ENSMUSG00000105692	Gm43737	89	38	26	38	42.01	6.95
ENSMUSG00000105693	Gm43706	0	0	0	0	0	0
ENSMUSG00000105694	Gm43237	1	5	0	19	5	1
ENSMUSG00000105695	Gm43327	0	1	0	0	0	1
ENSMUSG00000105696	Gm19211	0	0	0	0	0	0
ENSMUSG00000105697	Mir7661	0	0	0	0	0	0
ENSMUSG00000105698	Gm43455	0	0	0	0	0	0
ENSMUSG00000105699	Gm43703	6	0	0	0	1	0
ENSMUSG00000105700	Gm42772	4	2	1	0	0	2
ENSMUSG00000105701	Gm42587	9.18	21.26	13.52	12.03	13.55	6.21
ENSMUSG00000105702	Gm43780	0	1.84	0	0	1.72	1.76
ENSMUSG00000105703	Gm43305	7037.67	5473.86	3020.33	79059.04	189609.25	20811.88
ENSMUSG00000105704	Gm43055	0	0	0	0	0	0
ENSMUSG00000105705	RP23-92D22.3	0	0	0	0	0	0
ENSMUSG00000105706	Gm42855	0	0	0	0	0	0
ENSMUSG00000105707	Gm43753	5	22.15	7.54	54.01	38.11	12
ENSMUSG00000105708	Gm36070	21.72	42.02	40.84	19	29.48	16.46
ENSMUSG00000105709	Gm42723	0	0	0	0	0	0
ENSMUSG00000105710	Gm43859	0.6	0	2.07	0	0	1.18
ENSMUSG00000105711	Gm42598	0	2.01	0.92	0	2.23	1.08
ENSMUSG00000105712	Gm5712	0	0	0	0	0	0
ENSMUSG00000105713	Gm43827	0	0	0	0	0	0
ENSMUSG00000105714	Gm43380	0	0	0	0	0	0
ENSMUSG00000105715	Gm43385	0	0	0	0	0	0
ENSMUSG00000105716	Gm43522	0	0	0	0	0	1
ENSMUSG00000105717	Gm43465	38.11	48.57	62.9	40.68	61.12	18.69
ENSMUSG00000105718	Gm43576	0	0	0	0	0	1
ENSMUSG00000105719	Gm42872	7	16	14	7	11.01	6
ENSMUSG00000105720	Gm42440	6.24	9.68	2.73	14.78	3.67	4.69
ENSMUSG00000105721	C920008G01Rik	0	0	0	0	0	0
ENSMUSG00000105722	Gm18187	0	0	0	0	0	0
ENSMUSG00000105723	Mir7210	0	0	0	0	0	0
ENSMUSG00000105724	Gm44360	3	1	0	0	0	2
ENSMUSG00000105725	Igkv12-49	0	0	0	0	0	0
ENSMUSG00000105726	Gm42443	0	0	1	0	0	0
ENSMUSG00000105727	Gm8828	0	0	0	0	0	0
ENSMUSG00000105728	Gm42819	51	100	79.32	46.93	31.89	11.01
ENSMUSG00000105729	5330425B07Rik	0	0	0	0	0	0
ENSMUSG00000105730	Gm43838	0	0	0	0	0	0
ENSMUSG00000105731	Gm43063	9.73	12.21	14.9	13.02	6.99	3.78
ENSMUSG00000105732	Sult1c2-ps1	0	0	0	0	0	0
ENSMUSG00000105733	Gm42973	0	0	0	0	0	0
ENSMUSG00000105734	4930558C23Rik	0	0	0	2	0	0
ENSMUSG00000105735	4933415J04Rik	0	0	0	0	0	0
ENSMUSG00000105736	Gm42456	0	0	0	0	0	0
ENSMUSG00000105737	Gm6105	0	0	0	0	0	0
ENSMUSG00000105739	Gm5708	0	0	0	0	0	0
ENSMUSG00000105740	Gm42685	1.83	2.35	3.89	2.03	2.25	6.26
ENSMUSG00000105741	C79130	46.03	55.19	61.27	67.57	62.78	22
ENSMUSG00000105742	Gm42748	9	42	10	27	15.27	9
ENSMUSG00000105743	Mir1949	0.7	4.27	5.34	2.53	1.82	0
ENSMUSG00000105744	Gm43141	0	0	0	3	5	0
ENSMUSG00000105745	Gm42521	20.05	68.47	65.26	20.38	12.82	8.03
ENSMUSG00000105746	Gm43595	0	0	0	0	0	0
ENSMUSG00000105747	Igkv13-64	0	0	0	0	0	0
ENSMUSG00000105748	Gm43088	10.4	16.21	10.04	5.08	12.31	3.03
ENSMUSG00000105749	Gm9251	0	0	0	0	0	0
ENSMUSG00000105750	Gm43130	44.62	44.27	59.08	7.01	4.02	7.01
ENSMUSG00000105751	Gm43724	0	0	0	0	0	0
ENSMUSG00000105752	Igkv13-82	0	0	0	0	0	0
ENSMUSG00000105753	Gm43847	52.45	136.38	94.81	104.18	87.07	121.09
ENSMUSG00000105754	Gm23604	0	0	0	0	0	0
ENSMUSG00000105755	Gm43514	0	1	0	3	0	0
ENSMUSG00000105756	Gm44467	0	0	0	0	0	0
ENSMUSG00000105757	Ighv1-83	0	0	0	0	0	0
ENSMUSG00000105758	Mirlet7e	0	0	1	1	0	0
ENSMUSG00000105759	Gm42425	0	0	0	0	0	1
ENSMUSG00000105760	Gm43211	0	0	0	0	0	2
ENSMUSG00000105761	Gm43787	10.01	5.01	4.25	4.19	13.15	4
ENSMUSG00000105762	Gm43605	18.08	90.2	60.54	5.69	9.98	2.62
ENSMUSG00000105763	Gm19088	0	0	0	0	0	0
ENSMUSG00000105764	Gm42859	0	0	0	0	0	0
ENSMUSG00000105765	4930539C22Rik	0	0	0	0	0	1
ENSMUSG00000105766	Gm19666	0	0	0	0	0	0
ENSMUSG00000105767	Gm43607	0	2	0	0	0	0
ENSMUSG00000105768	Gm44495	0	0	0	0	0	0
ENSMUSG00000105769	Gm43351	0	0	0	0	0	0
ENSMUSG00000105770	Mir664	0	0	0	0	0	0
ENSMUSG00000105771	2900064K03Rik	32.04	22.79	17.78	22.64	9.64	1.35
ENSMUSG00000105772	Gm42496	15.52	31.59	22.21	25.59	22.29	7.64
ENSMUSG00000105773	4930563F08Rik	0	0	0	0	0	0
ENSMUSG00000105774	Gm43006	8	10	5.02	8	8	4.01
ENSMUSG00000105775	Gm10290	0	3.48	12.37	1.75	1.14	0
ENSMUSG00000105776	Gm43292	4.01	6.93	11.89	5.36	8.56	2.72
ENSMUSG00000105777	Gm43049	0	0	0	0	0	0
ENSMUSG00000105778	Mir7229	0	0	0	0	0	0
ENSMUSG00000105779	Gm6439	0	0	0	0	0	0
ENSMUSG00000105780	Snord80	0.57	0	0	0	0.12	0
ENSMUSG00000105781	Igkv8-31	0	0	0	0	0	0
ENSMUSG00000105782	Gm42955	0	0	0	0	0	0
ENSMUSG00000105783	Mir669a-12	0	0	0	0	0	0
ENSMUSG00000105784	Gm43591	1	0	0	0	0	0
ENSMUSG00000105785	Gm42526	0	0	0	0.03	0	2.04
ENSMUSG00000105786	Gm18957	0	0	0	0	0	0
ENSMUSG00000105787	Gm8099	0	0	0	0	0	0
ENSMUSG00000105788	AC099934.1	429205.42	238733.99	339669.06	339311.17	434173.22	23294.9
ENSMUSG00000105789	Gm42997	1	7.11	2.81	3.99	1.49	0
ENSMUSG00000105790	AC122546.1	0	0	0	0	0	0
ENSMUSG00000105791	Gm43341	1	0	0	0	0	1
ENSMUSG00000105792	Gm17887	0	0	0	0	0	0
ENSMUSG00000105793	Gm17956	0	0	0	0	0	0
ENSMUSG00000105794	Gm43516	0	0	0	0	0	0
ENSMUSG00000105795	Gm3970	0	0	0	1	0	1.94
ENSMUSG00000105796	Gm42845	1248.08	1084.42	1626.16	1301.88	1392.72	279.65
ENSMUSG00000105797	Gm42649	0	1.04	0	1	0	0
ENSMUSG00000105798	Gm18982	0	0	0	0	0	0
ENSMUSG00000105799	Mir126b	0	0	0	0	0	0
ENSMUSG00000105800	Gm18985	0	0	0	0	0	1.02
ENSMUSG00000105801	C430019N01Rik	17	6	8	2	1	3
ENSMUSG00000105802	Gm43012	11.75	24.06	17.84	5.41	18.17	7.66
ENSMUSG00000105803	Gm43526	21.76	0	1.96	0	0	1
ENSMUSG00000105804	Gm43654	23.16	10.85	13.49	10.92	18.74	0.99
ENSMUSG00000105805	Gm44498	1.33	0	0	0	1	0
ENSMUSG00000105806	Gm43345	0	0	0	0	0	0
ENSMUSG00000105807	Gm42622	0	0	0	0	0	0
ENSMUSG00000105808	Gm42627	3.57	0	0	0	0	1.43
ENSMUSG00000105809	Gm42626	0	0	0	0	0	0
ENSMUSG00000105810	Gm43435	0	0	0	0	0	0.95
ENSMUSG00000105811	Gm42707	0	0	0	0	0	0
ENSMUSG00000105813	Gm42928	1	2	3	0	0	1
ENSMUSG00000105814	Mir703	53.28	33.02	38.75	39.02	53.79	7.04
ENSMUSG00000105815	Gm43541	0	1.71	1.84	2.26	2.3	0
ENSMUSG00000105816	D030025E07Rik	0	0	0	0	0	1
ENSMUSG00000105817	Igkv15-97	0	0	0	0	0	0
ENSMUSG00000105818	Gm43256	126.21	425.14	287.23	151	176.98	39.98
ENSMUSG00000105819	Gm42579	0	0	0	0	0	0
ENSMUSG00000105820	Gm43400	0	1	0	0	0	0
ENSMUSG00000105821	Gm44465	2.96	1.13	0	0	0	0
ENSMUSG00000105822	Gm42969	16.73	28.7	17.83	25.78	20.9	20.63
ENSMUSG00000105823	Trdv3	0	0	0	0	0	0
ENSMUSG00000105824	Gm43466	35.14	59.38	50.31	45.14	40.11	11.37
ENSMUSG00000105825	Gm44489	0	0	0	0	0	0
ENSMUSG00000105826	Gm43819	10	44	43	10	14	1
ENSMUSG00000105827	Hist2h2bb	468.87	321.05	671.03	271.2	277.02	70.88
ENSMUSG00000105828	Gm43048	0	0	0	0	0	0
ENSMUSG00000105829	Gm43669	0	0	0	0	0	1
ENSMUSG00000105830	Trgj2	0	0	0	0	0	0
ENSMUSG00000105831	Gm43184	0	0	2	5	1	0
ENSMUSG00000105832	Gm43841	95.01	79.01	62	38	29	9
ENSMUSG00000105833	Gm4751	1.06	0	0	0	0	0
ENSMUSG00000105834	Gm43159	0	2	3	0	1	0
ENSMUSG00000105835	Gm43552	0	0	0	2.41	0	0
ENSMUSG00000105836	Gm17954	0	0	0	0	0	0
ENSMUSG00000105837	Gm35986	0	0	0	0	0	1
ENSMUSG00000105838	4930425O10Rik	1.07	4.67	1.37	0.98	2.71	1
ENSMUSG00000105839	Gm44456	0	0	0	0	0	0
ENSMUSG00000105840	Gm6073	0	0	0	0	0	0
ENSMUSG00000105841	Mir3960	0.24	1.65	0	1.55	0.65	0.93
ENSMUSG00000105842	Gm43329	33.63	59.38	53.8	43.09	28.93	11.4
ENSMUSG00000105843	Gm42644	136	248.96	138	28	48.88	7
ENSMUSG00000105844	Gm24350	0	0	0	0	0	0
ENSMUSG00000105845	Gm42808	0	0	0	0	0	0
ENSMUSG00000105846	Gm43258	51.4	137.68	106.93	43.4	50.23	18.24
ENSMUSG00000105847	Mir7650	0	0	0	0.53	0	0
ENSMUSG00000105848	Gm42683	17	24	35	5.18	5	1
ENSMUSG00000105849	Mir409	0	0	0	0	0	0
ENSMUSG00000105850	Gm2861	0	1	0	0	0	7.96
ENSMUSG00000105851	9130604C24Rik	9	14	17	12	15	5
ENSMUSG00000105852	Gm42890	28.27	31.72	28.4	21.57	5.69	4.39
ENSMUSG00000105853	Mir376b	0	0	0	0	0	0
ENSMUSG00000105854	Gm8925	2.56	0	0	0	0	0
ENSMUSG00000105855	Gm42681	37.59	116.04	78.69	96.72	68.45	109.53
ENSMUSG00000105856	Gm43732	0	0	0	0	0	0
ENSMUSG00000105857	Gm42817	0	0	0	0	0	0
ENSMUSG00000105858	2310074N15Rik	4	1	1	0	0	0
ENSMUSG00000105859	Gm19185	0	0	0	0	0	0
ENSMUSG00000105860	Gm42578	0	0	0	0	1	0
ENSMUSG00000105861	Gm43508	0	0	1	0	0	0
ENSMUSG00000105862	Igkv3-12-1	0	0	0	0	0	0
ENSMUSG00000105863	Gm25617	1.09	1	1	1	1	0.98
ENSMUSG00000105864	Gm10484	12.98	21.29	33.31	10.11	9.06	6.38
ENSMUSG00000105865	Gm34144	0	0	0	0	0	0
ENSMUSG00000105866	Gm6745	0	4.22	5.57	0	0	0.46
ENSMUSG00000105867	Gm42517	0	0	0	0	0	0
ENSMUSG00000105868	Gm43766	17.34	19.61	2.6	19.19	6.6	3.57
ENSMUSG00000105869	Gm9408	0	0	0	0	0	0
ENSMUSG00000105870	7330423F06Rik	0	0	1	2.95	0.58	0
ENSMUSG00000105871	Gm43147	0	0	0	0	0	1
ENSMUSG00000105872	Gm9515	0	0	0	0	0	0
ENSMUSG00000105873	Gm43708	0	0	0	0	0	0
ENSMUSG00000105874	Gm44344	0	0	0	0	0	0
ENSMUSG00000105875	Gm43518	6.88	6.83	0.9	6.1	6.47	0
ENSMUSG00000105876	Gm43572	0	0	0	0	0	1
ENSMUSG00000105877	Gm42479	2.09	2.77	5.82	2.72	1.07	14.37
ENSMUSG00000105878	Gm44330	0	0	0	0	0	0
ENSMUSG00000105879	Gm6204	1.8	7.38	3.72	5.57	1.9	3.71
ENSMUSG00000105880	Gm43678	79.05	108.26	111.07	57.8	71.39	8.59
ENSMUSG00000105881	4932422M17Rik	17	15	15	13	12	4
ENSMUSG00000105882	Gm42905	0	0	0	0	0	0
ENSMUSG00000105883	Igkv4-65	0	0	0	0	0	0
ENSMUSG00000105884	Gm22711	0	0	0	0	0	0
ENSMUSG00000105885	Sult1c2-ps2	0	0	0	0	0	0
ENSMUSG00000105886	Gm22813	0	0	0	0	0	0
ENSMUSG00000105887	Trav5d-3	0	0	0	0	0	0
ENSMUSG00000105888	BC037156	0	0	0	0	0	0
ENSMUSG00000105889	Gm42776	3	1	0.89	0.95	0	0
ENSMUSG00000105890	Gm42780	0	0	0	1	0	0
ENSMUSG00000105891	A230001M10Rik	1	2.05	2.94	0.94	1.03	0
ENSMUSG00000105892	Gm35013	0	0	0	0	0	0
ENSMUSG00000105893	Wdr46-ps	7	36	22	16	21	3
ENSMUSG00000105894	Gm42710	0	0	0	0	0	1
ENSMUSG00000105895	Gm42829	38.45	75.2	50.58	51.17	44.35	11.43
ENSMUSG00000105896	Gm43311	5.11	14.38	7.96	19.15	34.97	6.09
ENSMUSG00000105897	Gm7646	0	0	0	0	0	0
ENSMUSG00000105898	Obox4-ps32	0	0	0	0	0	0
ENSMUSG00000105899	Gm44383	0	0	0	0	0	0
ENSMUSG00000105900	Gm43240	1	0	0	0	0	0
ENSMUSG00000105901	Gm7291	0	0.08	0	0	0.85	0
ENSMUSG00000105902	AC155839.1	0	1.24	3.15	0	0	0
ENSMUSG00000105903	1700014F14Rik	0	0	0	0	0	0
ENSMUSG00000105904	Mir24-1	0	0	0	0	0	0
ENSMUSG00000105905	Gm7709	0	0	0	0	0	1
ENSMUSG00000105906	Iglc1	17	4	5	1	0	0
ENSMUSG00000105907	Gm34333	0	0	0	0	0	0
ENSMUSG00000105908	Mir6920	0	1	0	1	1	0
ENSMUSG00000105909	Gm43189	0	0	0	3.05	9.94	4.05
ENSMUSG00000105910	Gm43539	0	0	0	0	0	0
ENSMUSG00000105911	Snora16a	0	0	0	0	0	0
ENSMUSG00000105912	Gm10440	1	0	0	0	0	0
ENSMUSG00000105913	Mir5121	0.24	0	1.85	0	4.54	0
ENSMUSG00000105914	Gm19243	0	0	0	0	0	0
ENSMUSG00000105915	Igkv12-42	0	0	0	0	0	0
ENSMUSG00000105916	Gm42453	0	0	0	0	0	0
ENSMUSG00000105917	Gm43612	0	5.52	13.3	3.1	2.25	6.69
ENSMUSG00000105918	AC136146.1	0	0	0	0	0	0
ENSMUSG00000105919	Gm7166	0	0	0	0	0	0
ENSMUSG00000105920	Gm5408	0	0	0	0	0	0
ENSMUSG00000105921	Mark4-ps	0	0	0	0	0	0
ENSMUSG00000105922	Gm42769	11.65	29.97	23.09	17.59	9.27	14.07
ENSMUSG00000105923	A830019L24Rik	0	0	0	0	0	0
ENSMUSG00000105924	Gm44359	0	0	0	0	0	0
ENSMUSG00000105925	Gm43846	0	3.81	1.01	3.27	1.63	2.38
ENSMUSG00000105926	Gm43386	0	2	0	0	1.03	1.02
ENSMUSG00000105927	Gm44457	0	0	0	0	0	0
ENSMUSG00000105928	Gm9256	0	0	8.39	0	0	0
ENSMUSG00000105929	Gm43693	9	12	5	4	3	0
ENSMUSG00000105930	Gm17889	0	0	0	0	0	0
ENSMUSG00000105931	Gm43014	93.84	147.53	129.28	105.83	120.79	111.54
ENSMUSG00000105932	Mir6925	0	0	0	0	1	1
ENSMUSG00000105933	Gm43260	49	225	150	96	90	12
ENSMUSG00000105934	Gm43575	0	0	0	0	0	0
ENSMUSG00000105935	Gm43628	2.05	10.21	14.5	4.73	10.43	6.64
ENSMUSG00000105936	Gm43544	16.34	34.33	9.84	27.51	22.48	9.92
ENSMUSG00000105937	Gm43602	0	0	0	0	0	0
ENSMUSG00000105938	Gm33866	0	0	0	0	0	0
ENSMUSG00000105939	Gm43322	2.52	6.11	5.54	8.36	10.76	1.2
ENSMUSG00000105940	Gm42635	2	0	0	5	0	0
ENSMUSG00000105941	Gm42809	6	3	2	0	0	0
ENSMUSG00000105942	Gm43175	0	0	0	0	0	0
ENSMUSG00000105943	Gm2965	0	0	0	0	0	0
ENSMUSG00000105944	Gm5075	0	0	0	0	0	0
ENSMUSG00000105945	Gm43570	0	0	0	1.02	0	2.52
ENSMUSG00000105946	Gm43776	0	1.39	3.2	1.03	0	3.92
ENSMUSG00000105947	Gm43789	23.74	57.06	48	29.51	30.07	26.4
ENSMUSG00000105948	Gm43089	0	0	0	0	0	0
ENSMUSG00000105949	Gm6510	0	0	0	0	0	0
ENSMUSG00000105950	Gm43679	48.42	85.5	59.89	70.86	67.15	27.83
ENSMUSG00000105951	Gm44491	0	0	0	0	0	0
ENSMUSG00000105952	Gm42563	0	0	0	0	0	0
ENSMUSG00000105953	Trav15d-2-dv6d-2	0	0	0	0	0	0
ENSMUSG00000105954	Gm42793	4.26	0	3.99	1.86	2	1
ENSMUSG00000105955	Igkv12-40	0	0	0	0	0	0
ENSMUSG00000105956	Trav5n-2	0	0	0	0	0	0
ENSMUSG00000105957	Gm43254	52.17	55.49	56.33	42.65	52.25	12.34
ENSMUSG00000105958	Gm43319	0	3	2	1.99	0.03	2.25
ENSMUSG00000105959	D530037P16Rik	0	0	0	0	0	0
ENSMUSG00000105960	6330410L21Rik	7.1	5.31	12.49	4.94	1.71	8
ENSMUSG00000105961	Gm42754	0	1	1	2	2	0
ENSMUSG00000105962	Gm42432	45.57	62.24	62.99	52.92	45.87	9.96
ENSMUSG00000105963	Gm43647	0	0	0	0	0	0
ENSMUSG00000105964	Mir219c	0	0	0	0	0	0
ENSMUSG00000105965	Cycs-ps2	0	0	0	0	0	0
ENSMUSG00000105966	Gm43242	0	0	0	0	0	0
ENSMUSG00000105968	Igkv13-71-1	0	0	0	0	0	0
ENSMUSG00000105969	Gm42525	0	0	0	0	0	0
ENSMUSG00000105970	Gm43360	43.38	307.91	130.86	88.01	81.37	16.85
ENSMUSG00000105971	Gm43805	7	4	3	0	0	0
ENSMUSG00000105972	Mir1843a	0	0.57	0	0	0	0
ENSMUSG00000105973	Gm42881	0	0	0.98	2.62	3.03	5.37
ENSMUSG00000105974	Gm43318	133.01	231.02	200.1	157.41	131.6	99.81
ENSMUSG00000105975	Gm42609	0	0	2	0	0	1
ENSMUSG00000105976	Gm42782	9.01	19	15	10	3	4
ENSMUSG00000105977	Gm43555	0.37	7.25	10.68	4.01	0	0.04
ENSMUSG00000105978	Gm43492	0	0	0	0	0	0.25
ENSMUSG00000105979	Gm43411	6.91	9.52	4.68	14.77	6.6	3.02
ENSMUSG00000105980	Gm42597	0	1.51	1.66	0	0	0
ENSMUSG00000105981	2810428J06Rik	15.51	36.47	27.81	35.16	12.5	3.83
ENSMUSG00000105982	Mir6896	0	0	0	0	0	0
ENSMUSG00000105983	Gm42770	8	0	0	2	0	2
ENSMUSG00000105984	Gm44372	0	0	0	0	0	0
ENSMUSG00000105985	Gm42993	0	13	5	0	1.69	2.86
ENSMUSG00000105986	Gm43065	2.99	6	0.99	2.01	0	1
ENSMUSG00000105987	AI506816	2108.72	424.82	812.06	6796.9	8714.04	994.25
ENSMUSG00000105988	Gm44479	0	0	0	0	0	0
ENSMUSG00000105989	Igkv13-73-1	0	0	0	0	0	0
ENSMUSG00000105990	Gm43307	129.42	241.56	259.26	176.32	172.88	190.72
ENSMUSG00000105991	1700042D02Rik	0	0	0	0	0	0
ENSMUSG00000105992	Gm43651	0	0	0	0	0	0
ENSMUSG00000105994	Gm43427	0	0	0	0	0	0
ENSMUSG00000105995	Gm43554	0	0	0	0	0	1.07
ENSMUSG00000105996	Gm43219	0	0	1.78	2.11	0	0
ENSMUSG00000105998	Gm44324	0	0	0	0	0	0
ENSMUSG00000105999	Gm2213	2.46	0	0	0	0	0
ENSMUSG00000106000	Gm16508	0	2	1	0	0	2
ENSMUSG00000106001	Gm42826	83.16	145.87	95.38	177.35	93.16	213.15
ENSMUSG00000106002	5430434I15Rik	0	0	0	16	12	0
ENSMUSG00000106003	Gm42465	0	0	0	0	0	0
ENSMUSG00000106004	Gm43391	0	0	0	0	0	1.53
ENSMUSG00000106005	Gm29151	1.2	11.73	7.97	12.77	6.06	1.01
ENSMUSG00000106006	Gm17951	0	0	0.9	1	0	1
ENSMUSG00000106007	Gm23128	0	0	0	0	0	0
ENSMUSG00000106008	Gm42920	0	0	0	0	0	0
ENSMUSG00000106009	Gm9379	9.1	5.54	30.32	1.92	2.36	0
ENSMUSG00000106010	Gm42616	0	0	0	0	0	2
ENSMUSG00000106011	Gm43833	0	0	0	0	0	0
ENSMUSG00000106012	Gm43744	0	0	0	0	0	0
ENSMUSG00000106013	4933402J10Rik	0	0	0	0	0	1
ENSMUSG00000106014	AL593843.1	0	0	0	0	0	0
ENSMUSG00000106015	Gm42980	0	0	0	0	0	1
ENSMUSG00000106016	Igkv4-56	0	0	0	0	0	0
ENSMUSG00000106017	Gm44322	0	0	0	0	0	0
ENSMUSG00000106018	Gm43527	0	0	0	0	0	0
ENSMUSG00000106019	Gm43672	32	59	45	54	67	9
ENSMUSG00000106020	4930573C15Rik	0	0	0	0	0	0
ENSMUSG00000106021	Gm44316	0	0	0	0	0	1
ENSMUSG00000106022	Gm42929	3.01	22.93	20.44	2.04	4.03	2.05
ENSMUSG00000106023	Gm36831	1.97	0.98	1.01	1.87	0	0.57
ENSMUSG00000106024	A530083M17Rik	11.17	68.24	60	9.05	5.06	2.07
ENSMUSG00000106025	Gm42940	11.84	9.85	17.43	8.93	8.64	3.85
ENSMUSG00000106026	Gm43131	0	0	0	0	0	0
ENSMUSG00000106027	Mir669a-7	0	0	0	0	0	0
ENSMUSG00000106028	Gm8493	0	0	0	0	0	0
ENSMUSG00000106029	Gm4410	0	0	0	0	0	0
ENSMUSG00000106030	Gm43611	0	1.68	0	4.81	3.1	3.83
ENSMUSG00000106031	Gm8848	0	0	0	0	0	1
ENSMUSG00000106032	Gm42463	6.62	10.13	8.94	3.3	3.84	5.3
ENSMUSG00000106033	Gm43381	0	0	0	0	0	0
ENSMUSG00000106034	Gm43642	0	0	0	0	0	0
ENSMUSG00000106035	Gm43545	5	11.27	14	7.02	9	0
ENSMUSG00000106036	Gm43608	0	2.26	0.7	1.98	1	1
ENSMUSG00000106037	Gm4332	1687.89	1752.79	2042.64	1820.54	1964.32	339.34
ENSMUSG00000106038	Gm4962	1	0	0	0	0	1.05
ENSMUSG00000106039	Iglc4	0	0	0	0	0	0
ENSMUSG00000106040	Cyp3a63-ps	0	0	0	0	0	0
ENSMUSG00000106041	Olfr241-ps1	0	0	0	0	0	0
ENSMUSG00000106042	Gm42861	0	0	0	0	0	0
ENSMUSG00000106043	Gm42968	0	1	0	1	1.03	0
ENSMUSG00000106044	Gm42860	5621.96	5461.94	5502.28	5285.23	5051.68	1309.14
ENSMUSG00000106045	Gm42996	0	1	1	0	0	0
ENSMUSG00000106046	Gm44462	0	1	0	0	0	0
ENSMUSG00000106047	Gm42942	0	0	0	0	0	4
ENSMUSG00000106048	Gm42444	0	6.27	10.16	3.94	3.17	2.97
ENSMUSG00000106049	Gm43019	6.63	5	7	1.1	0	3
ENSMUSG00000106050	Ass-ps1	0	0	0	0	0	0
ENSMUSG00000106051	Gm43160	0	0	0	0	0	0
ENSMUSG00000106052	Gm43614	0	0	0	0	0	0
ENSMUSG00000106053	Gm20752	14.38	14.05	17.05	7.3	8.2	19.23
ENSMUSG00000106054	Gm43623	4	10	10	6	4.83	1
ENSMUSG00000106056	4930500L23Rik	0	0	0	0	0	0
ENSMUSG00000106057	Gm43560	19	25	25	9	7	0
ENSMUSG00000106058	Gm43013	0	0	0	0	0	0
ENSMUSG00000106059	Gm9364	0	0	0	0	1.25	0
ENSMUSG00000106060	Gm42488	19.3	35.73	31.8	26.72	22.96	38.08
ENSMUSG00000106061	Gm43773	3.61	20.28	15.24	14.41	12.66	8.71
ENSMUSG00000106062	Gm43820	98	262	199	117	98	14.9
ENSMUSG00000106063	C030032O16Rik	15	41	38	28	14	1
ENSMUSG00000106064	Gm43325	2	0	0	0	0	0
ENSMUSG00000106065	Gm42621	0	0	0	0	0	1
ENSMUSG00000106066	Igkv2-105	0	0	0	0	0	2
ENSMUSG00000106067	Gm7902	24.76	4.75	3.43	32	0.79	4.84
ENSMUSG00000106068	Gm9497	0	0	0	0	0	0
ENSMUSG00000106069	Gm6135	0	0	0	0	0	0
ENSMUSG00000106070	Gm43135	0.18	6.77	6.41	7.6	5.53	3.88
ENSMUSG00000106071	Gm43826	0	0	0	0	0	1
